timestamp,token,open,high,low,close
2025-10-09 09:45:00,10923266,230.35,230.8,220.5,224.05
2025-10-09 09:46:00,10923266,223.15,229.45,221.85,226.2
2025-10-09 09:47:00,10923266,226.2,236.65,226.2,236.25
2025-10-09 09:48:00,10923266,236.25,241.95,231.35,236.2
2025-10-09 09:49:00,10923266,236.2,237.35,222.95,222.95
2025-10-09 09:50:00,10923266,222.95,226.1,219.25,220.0
2025-10-09 09:51:00,10923266,217.95,221.2,216.05,216.8
2025-10-09 09:52:00,10923266,218.05,219.45,210.0,214.1
2025-10-09 09:53:00,10923266,214.1,217.95,207.3,216.85
2025-10-09 09:54:00,10923266,216.85,227.0,216.25,226.05
2025-10-09 09:55:00,10923266,226.05,228.0,219.9,228.0
2025-10-09 09:56:00,10923266,228.0,229.45,218.75,218.8
2025-10-09 09:57:00,10923266,218.8,227.75,218.1,223.05
2025-10-09 09:58:00,10923266,223.05,224.45,217.9,222.55
2025-10-09 09:59:00,10923266,222.65,223.1,217.45,217.65
2025-10-09 10:00:00,10923266,216.85,217.8,206.2,210.0
2025-10-09 10:01:00,10923266,209.75,221.2,208.35,221.1
2025-10-09 10:02:00,10923266,221.25,226.0,216.55,225.75
2025-10-09 10:03:00,10923266,225.6,229.2,219.5,220.7
2025-10-09 10:04:00,10923266,221.55,226.85,220.0,226.65
2025-10-09 10:05:00,10923266,226.5,226.5,217.0,217.0
2025-10-09 10:06:00,10923266,217.45,219.85,211.9,217.05
2025-10-09 10:07:00,10923266,216.45,226.0,214.85,226.0
2025-10-09 10:08:00,10923266,226.0,228.6,221.1,222.5
2025-10-09 10:09:00,10923266,222.5,224.15,217.6,218.35
2025-10-09 10:10:00,10923266,218.35,222.0,211.7,211.85
2025-10-09 10:11:00,10923266,211.9,213.5,206.35,207.45
2025-10-09 10:12:00,10923266,207.45,209.55,203.7,209.2
2025-10-09 10:13:00,10923266,209.2,209.2,204.3,207.85
2025-10-09 10:14:00,10923266,208.05,219.9,206.25,218.3
2025-10-09 10:15:00,10923266,216.95,219.85,213.45,216.45
2025-10-09 10:16:00,10923266,214.7,216.2,210.25,212.15
2025-10-09 10:17:00,10923266,212.45,217.75,211.15,216.15
2025-10-09 10:18:00,10923266,216.15,222.4,216.05,222.4
2025-10-09 10:19:00,10923266,222.1,228.7,220.55,226.05
2025-10-09 10:20:00,10923266,225.7,228.35,219.6,220.0
2025-10-09 10:21:00,10923266,220.15,226.8,218.0,226.25
2025-10-09 10:22:00,10923266,227.0,236.35,227.0,235.2
2025-10-09 10:23:00,10923266,235.35,235.8,230.0,232.0
2025-10-09 10:24:00,10923266,232.15,242.45,231.5,240.55
2025-10-09 10:25:00,10923266,240.1,244.55,234.3,240.0
2025-10-09 10:26:00,10923266,239.65,248.0,239.65,248.0
2025-10-09 10:27:00,10923266,247.9,248.6,244.7,247.0
2025-10-09 10:28:00,10923266,247.05,250.1,242.85,244.25
2025-10-09 10:29:00,10923266,243.65,244.7,238.35,243.65
2025-10-09 10:30:00,10923266,244.8,249.0,243.6,244.4
2025-10-09 10:31:00,10923266,246.0,249.0,243.05,247.25
2025-10-09 10:32:00,10923266,247.25,250.95,245.8,247.85
2025-10-09 10:33:00,10923266,247.55,250.25,245.0,245.05
2025-10-09 10:34:00,10923266,245.0,253.9,245.0,250.6
2025-10-09 10:35:00,10923266,250.6,256.7,249.5,256.0
2025-10-09 10:36:00,10923266,255.25,260.0,252.95,256.1
2025-10-09 10:37:00,10923266,256.1,261.05,255.7,260.95
2025-10-09 10:38:00,10923266,260.95,272.5,260.95,263.5
2025-10-09 10:39:00,10923266,263.45,265.0,257.2,258.3
2025-10-09 10:40:00,10923266,259.25,264.0,258.0,259.35
2025-10-09 10:41:00,10923266,259.35,260.0,252.9,254.5
2025-10-09 10:42:00,10923266,254.5,259.15,253.0,255.5
2025-10-09 10:43:00,10923266,255.5,263.65,255.25,260.75
2025-10-09 10:44:00,10923266,260.75,264.5,258.15,264.05
2025-10-09 10:45:00,10923266,264.05,267.7,263.65,264.6
2025-10-09 10:46:00,10923266,265.15,265.6,260.0,260.0
2025-10-09 10:47:00,10923266,261.0,266.0,258.3,265.25
2025-10-09 10:48:00,10923266,266.1,267.45,264.9,266.2
2025-10-09 10:49:00,10923266,266.05,267.0,257.4,257.4
2025-10-09 10:50:00,10923266,258.55,261.5,257.5,261.4
2025-10-09 10:51:00,10923266,261.05,261.05,249.05,251.1
2025-10-09 10:52:00,10923266,250.35,251.1,242.65,245.75
2025-10-09 10:53:00,10923266,245.35,248.3,239.95,245.0
2025-10-09 10:54:00,10923266,246.0,253.0,242.95,252.1
2025-10-09 10:55:00,10923266,252.1,252.75,246.7,248.25
2025-10-09 10:56:00,10923266,248.25,256.2,248.25,254.3
2025-10-09 10:57:00,10923266,253.9,257.65,250.55,257.2
2025-10-09 10:58:00,10923266,256.5,268.15,255.95,266.45
2025-10-09 10:59:00,10923266,266.45,268.1,264.1,268.0
2025-10-09 11:00:00,10923266,267.1,276.7,267.1,274.05
2025-10-09 11:01:00,10923266,274.05,287.55,274.05,287.4
2025-10-09 11:02:00,10923266,287.8,288.15,282.65,287.0
